"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","MJ Steele","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Intervener",1,"Amicus","Amicus, Australian Securities and Investments Commission","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Minor",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Intervener",2,"Amicus","Amicus, Australian Securities and Investments Commission","JWS Peters","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Intervener",3,"Amicus","Amicus, Australian Securities and Investments Commission","O Bigos","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",1,"Respondent/defendant","First to third respondents","NC Hutley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",2,"Respondent/defendant","First to third respondents","AP Coleman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",3,"Respondent/defendant","First to third respondents","DR Sulan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",4,"Respondent/defendant","Fourth to Sixth respondents","BAJ Coles","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",5,"Respondent/defendant","Fourth to Sixth respondents","P Kulevski","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",6,"Respondent/defendant","seventh respondent","TF Bathurst","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",7,"Respondent/defendant","seventh respondent","AJ Payne","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010018,"S362/2009","Lehman Brothers Asia Holdings Limited (In Liquidation) v City of Swan & Ors","Respondent",8,"Respondent/defendant","seventh respondent","EAJ Hyde","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010019,"S259/2009","Tabet v Gett","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010019,"S259/2009","Tabet v Gett","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JLA Lonergan","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010019,"S259/2009","Tabet v Gett","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","J Chambers","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010019,"S259/2009","Tabet v Gett","Respondent",1,"Respondent/defendant","Respondent","NJ Young","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010019,"S259/2009","Tabet v Gett","Respondent",2,"Respondent/defendant","Respondent","JK Kirk","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010019,"S259/2009","Tabet v Gett","Respondent",3,"Respondent/defendant","Respondent","KC Morgan","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010020,"S199/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SCG Burley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010020,"S199/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JS Cooke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010020,"S199/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Respondent",1,"Respondent/defendant","Respondent","JR Baird","Ms","SC","No, not solicitor general",NA,"Female","Speaker - Major",NA
2010020,"S199/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Respondent",2,"Respondent/defendant","Respondent","PL Arcus","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010021,"S200/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SCG Burley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010021,"S200/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JS Cooke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010021,"S200/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Respondent",1,"Respondent/defendant","Respondent","JR Baird","Ms","SC","No, not solicitor general",NA,"Female","Speaker - Major",NA
2010021,"S200/2009","Health World Ltd v Shin-Sun Australia Pty Ltd","Respondent",2,"Respondent/defendant","Respondent","PL Arcus","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010022,"S24/2010","Republic of Croatia v Snedden","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","MA Perry","Ms","QC","No, not solicitor general",NA,"Female","Speaker - Major",NA
2010022,"S24/2010","Republic of Croatia v Snedden","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","H Younan","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010022,"S24/2010","Republic of Croatia v Snedden","Respondent",1,"Respondent/defendant","Respondent","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010022,"S24/2010","Republic of Croatia v Snedden","Respondent",2,"Respondent/defendant","Respondent","CD Jackson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010023,"S189/2009","E & J Gallo Winery v Lion Nathan Australia Pty Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","IM Jackson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010023,"S189/2009","E & J Gallo Winery v Lion Nathan Australia Pty Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","MJ Darke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010023,"S189/2009","E & J Gallo Winery v Lion Nathan Australia Pty Limited","Respondent",1,"Respondent/defendant","Respondent","FM Douglas","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010023,"S189/2009","E & J Gallo Winery v Lion Nathan Australia Pty Limited","Respondent",2,"Respondent/defendant","Respondent","DT Kell","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010023,"S189/2009","E & J Gallo Winery v Lion Nathan Australia Pty Limited","Respondent",3,"Respondent/defendant","Respondent","WAD Edwards","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010024,"S193/2009","Minister for Immigration and Citizenship v SZMDS","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010024,"S193/2009","Minister for Immigration and Citizenship v SZMDS","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","GT Johnson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010024,"S193/2009","Minister for Immigration and Citizenship v SZMDS","Respondent",1,"Respondent/defendant","First respondent","TA Game","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010024,"S193/2009","Minister for Immigration and Citizenship v SZMDS","Respondent",2,"Respondent/defendant","First respondent","T Baw","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010025,"S162/2009","The Queen v LK","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TA Game","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010025,"S162/2009","The Queen v LK","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","HK Dhanji","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010025,"S162/2009","The Queen v LK","Intervener",1,"Intervener","Intervener, AG (Cth)","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010025,"S162/2009","The Queen v LK","Intervener",2,"Intervener","Intervener, AG (Cth)","GM Aitken","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010025,"S162/2009","The Queen v LK","Intervener",3,"Intervener","Intervener, AG (Cth)","P McDonald","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010025,"S162/2009","The Queen v LK","Intervener",4,"Intervener","Intervener, AG (NSW)","JG Renwick","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010025,"S162/2009","The Queen v LK","Intervener",5,"Intervener","Intervener, AG (NSW)","GE Wright","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010025,"S162/2009","The Queen v LK","Respondent",1,"Respondent/defendant","Respondent","JS Stratton","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010025,"S162/2009","The Queen v LK","Respondent",2,"Respondent/defendant","Respondent","PG Hogan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010025,"S162/2009","The Queen v LK","Respondent",3,"Respondent/defendant","Respondent","AM Webb","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TA Game","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010026,"S163/2009","The Queen v RK","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","HK Dhanji","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Intervener",1,"Intervener","Intervener, AG (Cth)","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010026,"S163/2009","The Queen v RK","Intervener",2,"Intervener","Intervener, AG (Cth)","GM Aitken","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Intervener",3,"Intervener","Intervener, AG (Cth)","P McDonald","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Intervener",4,"Intervener","Intervener, AG (NSW)","JG Renwick","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010026,"S163/2009","The Queen v RK","Intervener",5,"Intervener","Intervener, AG (NSW)","GE Wright","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Respondent",1,"Respondent/defendant","Respondent","TEF Hughes","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010026,"S163/2009","The Queen v RK","Respondent",2,"Respondent/defendant","Respondent","MR Gracie","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010026,"S163/2009","The Queen v RK","Respondent",3,"Respondent/defendant","Respondent","BC Kasep","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010027,"S287/2009","Ansari v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SJ Odgers","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010027,"S287/2009","Ansari v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","WP Lowe","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010027,"S287/2009","Ansari v The Queen","Respondent",1,"Respondent/defendant","Respondent","PW Neil","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010028,"S288/2009","Ansari v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SJ Odgers","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010028,"S288/2009","Ansari v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","WP Lowe","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010028,"S288/2009","Ansari v The Queen","Respondent",1,"Respondent/defendant","Respondent","PW Neil","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010029,"S309/2009","John Alexander's Clubs Pty Limited v White City Tennis Club Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All Appellants","JM Ireland","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010029,"S309/2009","John Alexander's Clubs Pty Limited v White City Tennis Club Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All Appellants","JS Cooke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010029,"S309/2009","John Alexander's Clubs Pty Limited v White City Tennis Club Limited","Respondent",1,"Respondent/defendant","Respondent","NC Hutley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010029,"S309/2009","John Alexander's Clubs Pty Limited v White City Tennis Club Limited","Respondent",2,"Respondent/defendant","Respondent","JR Clarke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","IM Jackson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JK Taylor","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Speaker - Major",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Respondent",1,"Respondent/defendant","First respondent","NC Hutley","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Respondent",2,"Respondent/defendant","First respondent","JR Clarke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Respondent",3,"Respondent/defendant","Second & third respondents","JM Ireland","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010030,"S308/2009","Walker Corporation Pty Limited v White City Tennis Club Limited","Respondent",4,"Respondent/defendant","Second & third respondents","JS Cooke","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010031,"M20/2010","Dupas v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","CB Boyce","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010031,"M20/2010","Dupas v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","LC Carter","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010031,"M20/2010","Dupas v The Queen","Respondent",1,"Respondent/defendant","Respondent","JD McArdle","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Minor",NA
2010031,"M20/2010","Dupas v The Queen","Respondent",2,"Respondent/defendant","Respondent","BL Sonnet","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","JT Gleeson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","F Kunc","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","P Kulevski","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Respondent",1,"Respondent/defendant","First & second respondent","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Respondent",2,"Respondent/defendant","First & second respondent","DFC Thomas","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Respondent",3,"Respondent/defendant","Third respondent","DFC Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Respondent",4,"Respondent/defendant","Third respondents","TD Blackburn","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010032,"S289/2009","Hogan v Australian Crime Commission","Respondent",5,"Respondent/defendant","Third respondent","T Maltz","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010033,"S27/2010","Wicks v State Rail Authority of New South Wales","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BJ Gross","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010033,"S27/2010","Wicks v State Rail Authority of New South Wales","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","KO Earl","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010033,"S27/2010","Wicks v State Rail Authority of New South Wales","Respondent",1,"Respondent/defendant","Respondent","JT Gleeson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010033,"S27/2010","Wicks v State Rail Authority of New South Wales","Respondent",2,"Respondent/defendant","Respondent","PM Morris","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010033,"S27/2010","Wicks v State Rail Authority of New South Wales","Respondent",3,"Respondent/defendant","Respondent","BA Arste","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010034,"S28/2010","Sheehan v State Rail Authority of New South Wales","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BJ Gross","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010034,"S28/2010","Sheehan v State Rail Authority of New South Wales","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","KO Earl","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010034,"S28/2010","Sheehan v State Rail Authority of New South Wales","Respondent",1,"Respondent/defendant","Respondent","JT Gleeson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010034,"S28/2010","Sheehan v State Rail Authority of New South Wales","Respondent",2,"Respondent/defendant","Respondent","PM Morris","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010034,"S28/2010","Sheehan v State Rail Authority of New South Wales","Respondent",3,"Respondent/defendant","Respondent","BA Arste","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","SB Lloyd","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","LJ Karp","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",1,"Intervener","Intervener, AG (Cth)","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",2,"Intervener","Intervener, AG (Cth)","LA Clegg","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",3,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Minor",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",4,"Intervener","Intervener, AG (WA)","CL Conley","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",5,"Intervener","Intervener, AG (SA)","MG Hinton","Mr","QC","Yes solicitor general",6,"Male","Speaker - Minor",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Intervener",6,"Intervener","Intervener, AG (SA)","C Jacobi","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Respondent",1,"Respondent/defendant","Respondent","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2010035,"S305/2009","Saeed v Minister for Immigration and Citizenship","Respondent",2,"Respondent/defendant","Respondent","LA Clegg","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","R Merkel","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JBR Beach","Mr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","RHM Attiwill","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Intervener",1,"Intervener","Intervener, AG (Cth)","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Minor",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Intervener",2,"Intervener","Intervener, AG (Cth)","DF O'Leary","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Intervener",3,"Intervener",NA,NA,NA,NA,NA,NA,NA,NA,NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Respondent",1,"Respondent/defendant","Respondent","PM Tate","Ms","SC","Yes solicitor general",8,"Male","Speaker - Major",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Respondent",2,"Respondent/defendant","Respondent","SB McNicol","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2010036,"M11/2010","Osland v Secretary to the Department of Justice","Respondent",3,"Respondent/defendant","Respondent","CP Young","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010037,"S3/2010","Aktas v Westpac Banking Corporation Limited","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TS Hale","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010037,"S3/2010","Aktas v Westpac Banking Corporation Limited","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","ATS Dawson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010037,"S3/2010","Aktas v Westpac Banking Corporation Limited","Respondent",1,"Respondent/defendant","First respondent","JR Sackar","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearance for the second respondent"
2010037,"S3/2010","Aktas v Westpac Banking Corporation Limited","Respondent",2,"Respondent/defendant","First respondent","KP Smark","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010037,"S3/2010","Aktas v Westpac Banking Corporation Limited","Respondent",3,"Respondent/defendant","First respondent","RJ Hardcastle","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearance for the second respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","DF Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","AW Street","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","EG Romaniuk","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Appellant",4,"Respondent/defendant","Appellant","WAD Edwards","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Respondent",1,"Respondent/defendant","First respondent","BAJ Coles","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010038,"S78/2010","CGU Insurance Limited v One.Tel Limited (In Liquidation)","Respondent",2,"Respondent/defendant","First respondent","P Kulevski","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","Submitting appearances for the second and fourth respondents. No appearance for the third respondent"
2010039,"S367/2009","Cadia Holdings Pty Ltd v State of New South Wales","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All Appellants","AJL Bannon","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2010039,"S367/2009","Cadia Holdings Pty Ltd v State of New South Wales","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All Appellants","RC Scruby","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2010039,"S367/2009","Cadia Holdings Pty Ltd v State of New South Wales","Respondent",1,"Respondent/defendant","All respondents","MG Sexton","Mr","SC","Yes solicitor general",3,"Male","Speaker - Major",NA
2010039,"S367/2009","Cadia Holdings Pty Ltd v State of New South Wales","Respondent",2,"Respondent/defendant","All respondents","HR Sorensen","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
