"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JS Douglas","Mr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","SJ Lee","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Respondent",2,"Respondent/defendant","Respondent 2","P Ginters","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Respondent",3,"Respondent/defendant","Respondent 3","RW Gotterson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Respondent",4,"Respondent/defendant","Respondent 3","JE Murdoch","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002044,"B54/2001","Attorney-General (Q) v Australian Industrial Relations Commission","Respondent",5,"Respondent/defendant","Respondent 4","AK Herbert","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","RW Gotterson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JE Murdoch","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",2,"Respondent/defendant","Respondent 2","P Ginters","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",3,"Respondent/defendant","Respondent 3","PA Keane","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",4,"Respondent/defendant","Respondent 3","JS Douglas","Mr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002045,"B56/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",5,"Respondent/defendant","Respondent 3","SJ Lee","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002046,"B57/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","RW Gotterson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002046,"B57/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JE Murdoch","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002046,"B57/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002046,"B57/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",2,"Respondent/defendant","Respondent 2","P Ginters","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002046,"B57/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",3,"Respondent/defendant","Respondent 3","AK Herbert","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","RW Gotterson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JE Murdoch","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",2,"Respondent/defendant","Respondent 2","P Ginters","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",3,"Respondent/defendant","Respondent 3","PA Keane","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",4,"Respondent/defendant","Respondent 3","JS Douglas","Mr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002047,"B58/2001","Minister for Employment and Workplace Relations v Australian Industrial Relations Commission","Respondent",5,"Respondent/defendant","Respondent 3","SJ Lee","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002048,"M13/2002","Commissioner of State Revenue v Pioneer Concrete (Vic) Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","CM Maxwell","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002048,"M13/2002","Commissioner of State Revenue v Pioneer Concrete (Vic) Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","RR Boaden","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002048,"M13/2002","Commissioner of State Revenue v Pioneer Concrete (Vic) Pty Ltd","Respondent",1,"Respondent/defendant","Respondent","HM Wright","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002048,"M13/2002","Commissioner of State Revenue v Pioneer Concrete (Vic) Pty Ltd","Respondent",2,"Respondent/defendant","Respondent","SGE McLeish","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002049,"S184/2001","Morrison v Peacock","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","RJ Ellicott","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002049,"S184/2001","Morrison v Peacock","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","AR Hill","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002049,"S184/2001","Morrison v Peacock","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Minor",NA
2002049,"S184/2001","Morrison v Peacock","Intervener",2,"Intervener","Intervener, AG (WA)","RM Mitchell","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002049,"S184/2001","Morrison v Peacock","Respondent",1,"Respondent/defendant","All respondents","CG Gee","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002049,"S184/2001","Morrison v Peacock","Respondent",2,"Respondent/defendant","All respondents","GJ Nell","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002050,"S255/2001","Dyers v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","P Byrne","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002050,"S255/2001","Dyers v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","N Mikhaiel","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2002050,"S255/2001","Dyers v The Queen","Respondent",1,"Respondent/defendant","Respondent","RD Ellis","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002050,"S255/2001","Dyers v The Queen","Respondent",2,"Respondent/defendant","Respondent","LMB Lamprati","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002051,"S176/2001","TKWJ v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TA Game","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002051,"S176/2001","TKWJ v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","M Buscombe","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002051,"S176/2001","TKWJ v The Queen","Respondent",1,"Respondent/defendant","Respondent","AM Blackmore","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002051,"S176/2001","TKWJ v The Queen","Respondent",2,"Respondent/defendant","Respondent","DML Woodburne","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2002052,"S150/2001","Solomons v District Court of New South Wales","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","J Basten","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","MN Allars","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",1,"Intervener","Intervener, AG (Cth)","DMJ Bennett","Mr","QC","Yes solicitor general",1,"Male","Speaker - Major","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",2,"Intervener","Intervener, AG (Cth)","RG McHugh","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",3,"Intervener","Intervener, AG (SA)","BM Selway","Mr","QC","Yes solicitor general",6,"Male","Speaker - Minor","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",4,"Intervener","Intervener, AG (SA)","CD Bleby","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",5,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Minor","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",6,"Intervener","Intervener, AG (WA)","JC Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Speaker - Major","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",7,"Intervener","Intervener, AG (Qld)","PA Keane","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Intervener",8,"Intervener","Intervener, AG (Qld)","GR Cooper","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Respondent",1,"Respondent/defendant","Respondent 2","MG Sexton","Mr","SC","Yes solicitor general",3,"Male",NA,"No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Respondent",2,"Respondent/defendant","Respondent 2","MJ Leeming","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Respondent",3,"Respondent/defendant","Respondent 2","BK Baker","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the first respondent"
2002052,"S150/2001","Solomons v District Court of New South Wales","Respondent",4,"Respondent/defendant","Respondent 3","SJ Gageler","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","CM Maxwell","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","AFL Krohn","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Respondent",1,"Respondent/defendant","Respondent 1","DMJ Bennett","Mr","QC","Yes solicitor general",1,"Male","Speaker - Major","No appearance for the second respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Respondent",2,"Respondent/defendant","Respondent 1","C Gunst","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Respondent",3,"Respondent/defendant","Respondent 1","WS Mosley","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second respondent"
2002053,"M25/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Te","Respondent",4,"Respondent/defendant","Respondent 1","PRD Gray","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second respondent"
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","CM Maxwell","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","AFL Krohn","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Respondent",1,"Respondent/defendant","Respondent","DMJ Bennett","Mr","QC","Yes solicitor general",1,"Male","Speaker - Major",NA
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Respondent",2,"Respondent/defendant","Respondent","C Gunst","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Respondent",3,"Respondent/defendant","Respondent","WS Mosley","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002054,"M118/2001","Re Minister for Immigration and Multicultural Affairs; Ex parte Dang","Respondent",4,"Respondent/defendant","Respondent","PRD Gray","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002055,"S27/2002","The Daniels Corporation International Pty Ltd v Australian Competition and Consumer Commission","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","NJ Young","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002055,"S27/2002","The Daniels Corporation International Pty Ltd v Australian Competition and Consumer Commission","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","SE Marks","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002055,"S27/2002","The Daniels Corporation International Pty Ltd v Australian Competition and Consumer Commission","Respondent",1,"Respondent/defendant","Respondent","A Robertson","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002055,"S27/2002","The Daniels Corporation International Pty Ltd v Australian Competition and Consumer Commission","Respondent",2,"Respondent/defendant","Respondent","JC Sheahan","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002056,"S238/2001","Woolworths Limited v Fels","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Plaintiff","SJ Gageler","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002056,"S238/2001","Woolworths Limited v Fels","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Plaintiff","PR Whitford","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002056,"S238/2001","Woolworths Limited v Fels","Respondent",1,"Respondent/defendant","All defendants","JC Sheahan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002056,"S238/2001","Woolworths Limited v Fels","Respondent",2,"Respondent/defendant","All defendants","PJ Renehan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002057,"S249/2001","Coles Myer Limited v Fels","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Plaintiff","SJ Gageler","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002057,"S249/2001","Coles Myer Limited v Fels","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Plaintiff","PR Whitford","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002057,"S249/2001","Coles Myer Limited v Fels","Respondent",1,"Respondent/defendant","All defendants","JC Sheahan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002057,"S249/2001","Coles Myer Limited v Fels","Respondent",2,"Respondent/defendant","All defendants","PJ Renehan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","MJ Buss","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second and third named first respondents"
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","CG Colvin","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second and third named first respondents"
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Respondent",1,"Respondent/defendant","first-named first respondent","MJ McCusker","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second and third named first respondents"
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Respondent",2,"Respondent/defendant","first-named first respondent","CP Stevenson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second and third named first respondents"
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Respondent",3,"Respondent/defendant","Respondent 2","GTW Tannin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second and third named first respondents"
2002058,"P58/2001","Hot Holdings Pty Ltd v Creasy","Respondent",4,"Respondent/defendant","Respondent 2","JC Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second and third named first respondents"
2002059,"P57/2001","De Sales v Ingrilli","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BL Nugawela","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002059,"P57/2001","De Sales v Ingrilli","Respondent",1,"Respondent/defendant","Respondent","MJ Buss","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002059,"P57/2001","De Sales v Ingrilli","Respondent",2,"Respondent/defendant","Respondent","NP Dobree","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002060,"S38/2002","MFA v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","P Byrne","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002060,"S38/2002","MFA v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JE Barnett","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002060,"S38/2002","MFA v The Queen","Appellant",3,"Respondent/defendant","Appellant","PJD Hamill","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002060,"S38/2002","MFA v The Queen","Respondent",1,"Respondent/defendant","Respondent","RD Ellis","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002060,"S38/2002","MFA v The Queen","Respondent",2,"Respondent/defendant","Respondent","GE Smith","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","CRR Hoeben","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","AP Coleman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Intervener",2,"Intervener","Intervener, AG (WA)","JC Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",1,"Respondent/defendant","first-named first respondent","TK Tobin","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",2,"Respondent/defendant","first-named first respondent","JBR Beach","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",3,"Respondent/defendant","first-named first respondent","BM Zipser","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",4,"Respondent/defendant","Respondent 2","WH Nicholas","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",5,"Respondent/defendant","Respondent 2","TGR Parker","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",6,"Respondent/defendant","Respondent 3","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",7,"Respondent/defendant","Respondent 3","PW Taylor","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002061,"S258/2001","Graham Barclay Oysters Pty Ltd v Ryan","Respondent",8,"Respondent/defendant","Respondent 3","MH Windsor","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents"
2002062,"S259/2001","Ryan v Great Lakes Council","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TK Tobin","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","JBR Beach","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","BM Zipser","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Intervener",2,"Intervener","Intervener, AG (WA)","JC Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",1,"Respondent/defendant","Respondent 1","WH Nicholas","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",2,"Respondent/defendant","Respondent 1","TGR Parker","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",3,"Respondent/defendant","Respondent 2 & 3","CRR Hoeben","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",4,"Respondent/defendant","Respondent 2 & 3","AP Coleman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",5,"Respondent/defendant","Respondent 4","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",6,"Respondent/defendant","Respondent 4","PW Taylor","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002062,"S259/2001","Ryan v Great Lakes Council","Respondent",7,"Respondent/defendant","Respondent 4","MH Windsor","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002063,"S261/2001","State of New South Wales v Ryan","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","PW Taylor","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","MH Windsor","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
